index,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
160,6/16/94,Artur Gilela,Male,Angola,Radio Nacional de Angola,Angola,Radio,Technician,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
161,7/10/94,Yasmina Drici,Female,Algeria,Le Soir d'Al_grie,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,,No,No,,,,,,,,,
162,7/21/94,Mohamed Lamine Legoui,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
163,7/29/94,Mirwais Jalil,Male,Afghanistan,BBC World Service,Afghanistan,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Yes,Yes,No,,,,,,,,,
164,8/18/94,Davlatali Rakhmonaliev,,Tajikistan,Tajikistan State Television,,,,,,,,,,,,,,,,,,,,,
165,8/23/94,Victor Randrianirina,,Madagascar,Malagasy National Radio,,,,,,,,,,,,,,,,,,,,,
166,8/29/94,Ghulam Muhammad Lone,Male,India,Freelancer,India,Print,Print Reporter,"Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
167,8/30/94,Mohammed Hussein Navab,Male,Bosnia,Keyhan,Iran,Print,Print Reporter,War,No,Foreign,Paramilitary Group,Murder,Yes,Yes,No,No,,,,,,,,,
168,8/31/94,Pierre Anceaux,Male,Somalia,freelance,Switzerland,Television,Broadcast,Human Rights,Yes,Foreign,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
169,9/3/94,Martin Eduardo Munera,,Colombia,Radio Reloj,,,,,,,,,,,,,,,,,,,,,
170,9/6/94,Nun Chan,Male,Cambodia,Samleng Yuvachun Khmer,Cambodia,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
171,9/8/94,Erol Akgun,Male,Turkey,Devrimci Cozum,Turkey,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
172,9/10/94,Risto Djogo,,Bosnia,Bosnian-Serb Television,,,,,,,,,,,,,,,,,,,,,
173,9/14/94,Alexis Bandyatuyaga,Male,Burundi,National Radio and Television of Burundi,Burundi,"Radio, Television",Broadcast,Human Rights,No,Local,Military Officials,Murder,Yes,Yes,Yes,Yes,,,,,,,,,
174,9/17/94,Labib Ibrahim,,Egypt,freelance,,,,,,,,,,,,,,,,,,,,,
175,9/25/94,Smail Sbaghdi,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
176,9/25/94,Mouloud Barroudi,Male,Algeria,National Agency of Filmed News,Algeria,Television,Camera Operator,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,No,No,,,,,,,,,
177,10/12/94,Lahcene Bensaadallah,Male,Algeria,El-Irshad,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
178,10/16/94,Tayeb Bouterfif,Male,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
179,10/17/94,Dmitry Kholodov,Male,Russia,Mosckovski Komsomolets,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Military Officials,Murder,Yes,No,No,No,,,,,,,,,
180,10/20/94,Mohamed Salah Benachour,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
181,10/20/94,Farah Ziane,Male,Algeria,R_volution Africaine,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
182,11/12/94,Adolphe Missamba Ndengi Kavula,Male,Democratic Republic of the Congo,Nsemo,Zaire,Print,Editor,Politics,No,Local,Government Officials,Murder,Yes,,No,Yes,,,,,,,,,
183,11/18/94,Khamidjon Khakimov,,Tajikistan,Khaksuz,,,,,,,,,,,,,,,,,,,,,
184,11/30/94,Nasseredine Lekhal,Male,Algeria,El-Massa,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,Yes,,,,,,,,,
185,11/30/94,Ahmed Issaad,Male,Algeria,Algerian Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,Yes,,,,,,,,,
186,12/4/94,Said Mekbel,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
187,12/4/94,Mohammed Salahuddin,Male,Pakistan,Takbeer,Pakistan,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
188,12/6/94,Mohammad Samdani Warsi,Male,Pakistan,Parcham,Pakistan,Print,,,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
189,12/8/94,Chan Dara,Male,Cambodia,Koh Santepheap,Cambodia,Print,Print Reporter,Corruption,No,Local,Military Officials,Murder,Yes,No,Yes,No,,,,,,,,,
190,12/22/94,Cynthia Elbaum,Female,Russia,Freelancer,United States,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
191,1/1/95,Vladimir Zhitarenko,Male,Russia,Krasnaya Zvezda,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
192,1/6/95,Zineddine Aliou Salah,Male,Algeria,Libert_,Algeria,Print,Print Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
193,1/7/95,Ali Abboud,Male,Algeria,Radio Chaine 1,Algeria,Radio,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
194,1/10/95,Jochen Piest,Male,Russia,Stern,Germany,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
195,1/12/95,Abdelhamid Yahiaoui,Male,Algeria,El-Chaab,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,No,,,,,,,,,
196,1/18/95,Ricardo de Mello,Male,Angola,Imparcial Fax,Angola,Print,Editor,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,No,,,,,,,,,
197,1/24/95,Tarsem Singh Purewal,,UK,Desh Pardesh,,,,,,,,,,,,,,,,,,,,,
198,2/1/95,Nacer Ouari,Male,Algeria,Algerian State Television,Algeria,Television,Producer,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
199,2/5/95,Ruperto Armenta Gerardo,Male,Mexico,El Regional,Mexico,Print,Editor,,No,Local,Local Residents,Murder,No,No,No,Yes,,,,,,,,,
200,2/9/95,Marcello Palmisano,Male,Somalia,RAI,Italy,Television,Camera Operator,War,No,Foreign,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
201,2/17/95,Viatcheslav Rudnev,Male,Russia,Freelancer,Russia,Print,Print Reporter,"Corruption, Crime",Yes,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
202,2/17/95,Djamel Ziater,Male,Algeria,El-Djoumhouria,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
203,3/1/95,Vladislav Listyev,Male,Russia,Russian Public Television (OTR),Russia,Television,,"Business, Crime, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
204,3/1/95,Maxim Chabalin,,Russia,Nevskoye Vremya,,,,,,,,,,,,,,,,,,,,,
205,3/1/95,Felix Titov,,Russia,Nevskoye Vremya,Russia,,,,,,,,,,,,,,,,,,,,
206,3/17/95,Adil Bunyatov,Male,Azerbaijan,Reuters TV and Turan News Agency,Azerbaijan,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
207,3/21/95,Zaqueu de Oliveira,Male,Brazil,Gazeta de Barroso,Brazil,Print,Editor,Business,No,Local,Local Residents,Murder,Yes,No,No,No,,,,,,,,,
208,3/21/95,Ali Boukerbache,Male,Algeria,Media-TV,Algeria,Television,Publisher,"Culture, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
209,3/27/95,Mohamed Abderrahmani,Male,Algeria,El-Moudjahid,Algeria,Print,Editor,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
210,3/31/95,Rachida Hammadi,Female,Algeria,Algerian State Television,Algeria,Television,Broadcast,"Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
211,4/4/95,Mekhlouf Boukzer,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,Sports,No,Local,Unknown Fire,Murder,Yes,Yes,No,No,,,,,,,,,
212,4/5/95,Vincent Francis,Male,Burundi,Worldwide Television News (WTN),United Kingdom,Television,"Broadcast, Editor","Culture, Politics",No,Foreign,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
213,4/18/95,Vladimir Ivanov,Male,Ukraine,The Glory of Sevastopol,Ukraine,Print,Editor,"Business, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
214,5/1/95,Marcos Borges Ribeiro,Male,Brazil,Independente,Brazil,Print,Publisher,"Corruption, Human Rights",No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
215,5/15/95,Azzedine Saidj,Male,Algeria,El-Ouma,Algeria,Print,Editor,"Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
216,5/21/95,Malika Sabour,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
217,5/22/95,Bakhti Benaouda,Male,Algeria,El-Djoumhouria,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
218,5/27/95,Mourad Hmaizi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
219,5/29/95,Farkhad Kerimov,Male,Russia,Associated Press TV,Russia,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
220,6/2/95,Viktor Frelix,,Ukraine,Freelancer journalist and publisher,,,,,,,,,,,,,,,,,,,,,
221,6/7/95,Pamphile Simbizi,,Burundi,National Radio and Television of Burundi,,,,,,,,,,,,,,,,,,,,,
222,6/15/95,Sergei Ivanov,,Russia,Nevskoye Vremya,,,,,,,,,,,,,,,,,,,,,
223,6/17/95,Natalya Alyakina,Female,Russia,Focus and RUFA,Russia/Germany,"Print, Radio","Broadcast, Print Reporter",War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
224,6/18/95,Ahmed (aka Hakim) Takouchet,Male,Algeria,Radio Cirta,Algeria,Radio,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,No,,,,,,,,,
225,7/28/95,Andrew Shumack,,Russia,Freelancer,,,,,,,,,,,,,,,,,,,,,
226,8/1/95,Brian Smith,Male,Canada,CJOH-TV,Canada,Television,Broadcast,Sports,No,Local,Local Residents,Murder,No,No,No,No,,,,,,,,,
227,8/9/95,John Schofield,Male,Croatia,BBC,United Kingdom,Radio,Broadcast,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
228,8/20/95,Ameur Ouagueni,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
229,8/28/95,Hussein Musa Njuki,,Uganda, Assalaam,,,,,,,,,,,,,,,,,,,,,
230,8/29/95,Sayfettin Tepe,Male,Turkey,Yeni Politika,Turkey,Print,Print Reporter,"Culture, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,No,,,,,,,,,
231,8/29/95,Reinaldo Coutinho da Silva,Male,Brazil,Cachoeiras Jornal,Brazil,Print,,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
232,9/4/95,Brahim Guaraoui,Male,Algeria,El-Moudjahid,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,Yes,No,No,,,,,,,,,
233,9/4/95,Yasmina Brikh,Female,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Culture, Sports",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
234,9/10/95,Mushtaq Ali,Male,India,Agence France-Presse and Asian News International,India,Print,"Camera Operator, Photographer",,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
235,9/23/95,Sasa Kolevski,,Bosnia,Bosnian Serb Television,,,,,,,,,,,,,,,,,,,,,
236,10/3/95,Omar Ouartilan,Male,Algeria,El-Khabar,Algeria,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
237,12/2/95,Hamid Mahiout,Male,Algeria,Libert_,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,Yes,,,,,,,,,
238,12/5/95,Khadija Dahmani,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
239,12/12/95,Mohyedin Alempour,Male,Tajikistan,BBC,Tajikistan,Radio,Producer,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
240,12/13/95,Shamkhan Kagirov,Male,Russia,Rossiskaya Gazeta and Vozrozheniye,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
241,12/27/95,Vadim Alferyev,Male,Russia,Segodnyashnyaya Gazeta,Russia,Print,Print Reporter,"Business, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,Yes,,,,,,,,,
242,1/8/96,Metin G_ktepe,Male,Turkey,Evrensel,Turkey,Print,Columnist,"Corruption, Culture, Politics",No,Local,Government Officials,Murder,No,Yes,No,Yes,,,,,,,,,
243,1/10/96,Mohamed Mekati,Male,Algeria,El-Moudjahid,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
244,1/25/96,Oleg Slabynko,,Russia,Russian Television Channel 2,,,,,,,,,,,,,,,,,,,,,
245,2/8/96,Sergei Grebenyuk,,Uzbekistan,Interfax,,,,,,,,,,,,,,,,,,,,,
246,2/10/96,Abdallah Bouhachek,Male,Algeria,R_volution et Travail,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
247,2/11/96,Allaoua Ait M'barak,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
248,2/11/96,Mohamed Dorbane,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
249,2/11/96,Djamel Derraz,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
250,2/13/96,Ferdinand Reyes,Male,Philippines,Press Freedom,Philippines,Print,Editor,"Corruption, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
251,2/19/96,Mohammad Quamruzzaman,Male,Bangladesh,Neel Sagar,Bangladesh,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,No,,,,,,,,,
252,2/26/96,Felix Solovyov,Male,Russia,freelance,Russia,Print,"Photographer, Print Reporter",Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
253,3/1/96,Baguda Kaltho,,Nigeria,TheNEWS,,,,,,,,,,,,,,,,,,,,,
254,3/11/96,Viktor Pimenov,Male,Russia,Vaynakh Television,Russia,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
255,3/12/96,Djilali Arabidou,Male,Algeria,Alg_rie-Actualit_,Algeria,Print,Photographer,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
256,3/28/96,Viktor Nikulin,Male,Tajikistan,Russian Public TV (ORT),Tajikistan,Television,Broadcast,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
257,3/30/96,Nadezhda Chaikova,Female,Russia,Obshchaya Gazeta,Russia,Print,Print Reporter,War,No,Local,Military Officials,Murder,Yes,No,No,No,,,,,,,,,
258,4/10/96,Ghulam Rasool Sheikh,Male,India,Rehnuma-e-Kashmir and Saffron Times,India,Print,Editor,Human Rights,No,Local,Paramilitary Group,Murder,Yes,Yes,No,No,,,,,,,,,
259,4/11/96,Juan Jos_ Yantuche,,Guatemala,"""TV Noticias""",,,,,,,,,,,,,,,,,,,,,
260,5/1/96,Chinedu Offoaro,,Nigeria,The Guardian,,,,,,,,,,,,,,,,,,,,,
261,5/9/96,Nina Yefimova,Female,Russia,Vozrozhdeniye,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,No,,,,,,,,,
262,5/10/96,Igor Hrushetsky,Male,Ukraine,Freelancer,Ukraine,Print,Print Reporter,Corruption,Yes,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
263,5/12/96,Viktor Mikhailov,Male,Russia,Zabaikalsky Rabochy,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,Yes,,,,,,,,,
264,5/17/96,Parag Kumar Das,Male,India,Asomiya Pratidin,India,Print,Editor,Human Rights,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
265,5/18/96,Thun Bun Ly,Male,Cambodia,Odom K'tek Khmer,Cambodia,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
266,6/19/96,S.M. Alauddin,,Bangladesh,Ogrodoot,,,,,,,,,,,,,,,,,,,,,
267,6/26/96,Veronica Guerin,Female,Ireland,Sunday Independent,Ireland,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Partial,No,No,No,,,,,,,,,
268,7/6/96,Kutlu Adali,Male,Cyprus,Yeni Duzen,Cyprus,Print,Columnist,"Corruption, Crime",No,Local,Paramilitary Group,Murder,Yes,No,Yes,No,,,,,,,,,
269,8/11/96,Ramzan Khadzhiev,Male,Russia,Russian Public TV (ORT),Russia,Television,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
270,8/12/96,Mohamed Guessab,Male,Algeria,Algerian Radio,Algeria,Radio,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
271,8/16/96,Fuad Muhammad Syafruddin,Male,Indonesia,Bernas,Indonesia,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
272,10/30/96,Antonio Casemero,Male,Angola,Televisao Popular de Angola,Angola,Television,Broadcast,"Culture, Politics",No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
273,12/15/96,Alberto Berbon,,Philippines,DZMM Radio,,,,,,,,,,,,,,,,,,,,,
274,1/1/97,Altaf Ahmed Faktoo,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
275,1/11/97,Natan Pereira Gatinho,,Brazil,Ouro Verde,,,,,,,,,,,,,,,,,,,,,
276,1/18/97,Z.A. Shahid,Male,Pakistan,Khabrain,Pakistan,Print,Photographer,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
277,1/25/97,Jos_ Luis Cabezas,Male,Argentina,Noticias,Argentina,Print,Photographer,Crime,No,Local,Criminal Group,Murder,No,Yes,No,No,,,,,,,,,
278,2/22/97,Ebrahim Zalzadeh,Male,Iran,Mayar,Iran,Print,Publisher,"Business, Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
279,3/13/97,Petro Shevchenko,,Ukraine,Kyivskiye Vedomosti,,,,,,,,,,,,,,,,,,,,,
280,3/16/97,Saidan Shafi,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
281,3/18/97,Freddy Elles Ahumada,Male,Colombia,Freelancer,Colombia,Print,Photographer,Human Rights,Yes,Local,Unknown Fire,Murder,Yes,Yes,No,Yes,,,,,,,,,
282,3/30/97,Chet Duong Daravuth,Male,Cambodia,Neak Prayuth,Cambodia,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
283,6/3/97,Ishmael Jalloh,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
284,6/3/97,Danny Hernandez,Male,Philippines,People's Journal Tonight ,Philippines,Print,"Columnist, Editor","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,No,,,,,,,,,
285,6/11/97,Muhammad Sayuti Bochari,Male,Indonesia,Pos Makasar,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,Yes,,,,,,,,,
286,7/7/97,Michael Senior,Male,Cambodia,Freelancer,Canada,"Print, Television","Broadcast, Photographer",Politics,No,Local,Military Officials,Murder,Yes,No,No,Yes,,,,,,,,,
287,7/25/97,Naimullah,Male,Indonesia,Sinar Pagi,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
288,8/11/97,Borys Derevyanko,Male,Ukraine,Vechernyaya Odessa,Ukraine,Print,Editor,Politics,No,Local,Government Officials,Murder,Partial,No,No,No,,,,,,,,,
289,8/25/97,Lorena Saravia,,El Salvador,Radio RCS,,,,,,,,,,,,,,,,,,,,,
290,9/3/97,Tito Pilco Mori,,Peru,Radio Frecuencia Popular,,,,,,,,,,,,,,,,,,,,,
291,9/6/97,Valery Krivosheyev,,Russia,Komsomolskaya Pravda,,,,,,,,,,,,,,,,,,,,,
292,10/14/97,Ou Sareoun,,Cambodia,Samleng Reas Khmer,,,,,,,,,,,,,,,,,,,,,
293,10/24/97,Alejandro Jaramillo,,Colombia, El Sur,,,,,,,,,,,,,,,,,,,,,
294,10/29/97,Edgar Lopes de Faria,Male,Brazil,FM Capital,Brazil,Television,Columnist,"Crime, Human Rights",No,Local,Criminal Group,Murder,Yes,No,No,No,,,,,,,,,
295,11/19/97,S. Gangadhara Raju,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
296,11/19/97,S. Krishna,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
297,11/19/97,G. Raja Sekhar,Male,India,Eenadu Television (E-TV),India,Television,Technician,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
298,11/19/97,Jagadish Babu,Male,India,Eenadu Television (E-TV),India,Television,Producer,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
299,11/19/97,P. Srinivas Rao,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
300,1/10/98,Sayomchai Vijitwittayapong,Male,Thailand,Matichon,Thailand,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,No,,,,,,,,,
301,1/14/98,Manoel Leal de Oliveira,Male,Brazil,A Regiao,Brazil,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,No,No,No,,,,,,,,,
302,1/28/98,Wilson Ndayambadje,Male,Rwanda,National Rwanda Radio and TV,Rwanda,"Radio, Television",Broadcast,,No,Local,Military Officials,Murder,No,No,No,Yes,,,,,,,,,
303,2/9/98,Abay Hailu,Male,Ethiopia,Agiere,Ethiopia,Print,Print Reporter,"Human Rights, Politics",No,Local,Government Officials,Dangerous Assignment,,Yes,No,No,,,,,,,,,
304,2/26/98,Tunde Oladepo,Male,Nigeria,The Guardian,Nigeria,Print,Print Reporter,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
305,3/10/98,Jos_ Carlos Mesquita,Male,Brazil,TV Ouro Verde,Brazil,Television,Columnist,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,No,,,,,,,,,
306,3/14/98,Jos_ Abel Salazar Serna,,Colombia, Radio journalist,,,,,,,,,,,,,,,,,,,,,
307,3/30/98,Rey Bancayrin,Male,Philippines,Radio DXLL,Philippines,Radio,Columnist,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
308,3/31/98,Ivan Fedyunin,,Russia,Bryanskie Izvestia,,,,,,,,,,,,,,,,,,,,,
309,4/6/98,Jos_ Amaya Jacinto,,Peru,Radio Sat_lite,,,,,,,,,,,,,,,,,,,,,
310,4/6/98,Isabel Chumpitaz Panta,,Peru,Radio Sat_lite,,,,,,,,,,,,,,,,,,,,,
311,4/13/98,Edward Smith,Male,Sierra Leone,BBC,Sierra Leone,Radio,Broadcast,War,No,Local,Paramilitary Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
312,4/16/98,Nelson Carvajal Carvajal,Male,Colombia,Radio Sur,Colombia,Radio,Broadcast,Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,No,,,,,,,,,
313,4/16/98,Nelson Catipay,,Philippines,DXMY Radio,,,,,,,,,,,,,,,,,,,,,
314,5/19/98,Bernab_ Cort_s Valderrama,Male,Colombia,Noticias CVN,Colombia,Television,Broadcast,"Corruption, Crime",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
315,5/26/98,Georgy Chanya,Male,Georgia,Resonants,Georgia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
316,6/5/98,Simao Roberto,Male,Angola,Journal de Angola,Angola,Print,Print Reporter,"Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
317,6/7/98,Tesfaye Tadesse,,Ethiopia,Mestawet and Lubar,,,,,,,,,,,,,,,,,,,,,
318,6/8/98,Larisa Yudina,Female,Russia,Sovietskaya Kalmykia Segodnya,Russia,Print,Editor,Corruption,No,Local,Government Officials,Murder,No,Yes,No,No,,,,,,,,,
319,8/8/98,Mahmoud Saremi,Male,Afghanistan,Iranian News Agency (IRNA),Iran,Print,Editor,Politics,No,Foreign,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
320,8/11/98,Amparo Leonor Jim_nez Pallares,Female,Colombia,"""QAP"" and ""En Vivo""",Colombia,Television,Broadcast,Human Rights,No,Local,Paramilitary Group,Murder,Yes,No,Yes,No,,,,,,,,,
